title,category
"네타냐후 ""이란 전쟁 목표 절반 이상 달성…종료 시점 미정""",World
"이란 의회, 호르무즈해협 통행료 징수 계획 승인",World
美·이란 확전 우려에 단타 매매 급증…뉴욕증시 혼조 마감,World
"걸프전처럼…美, 이란전 비용 중동국가 분담 검토",World
"백악관 ""이란과 대화 잘 돼가…황금기회 거부시 심각한 대가""",World
"트럼프 ""합의 불발시 초토화""…전쟁비용 떠넘기기?",World
"월가 거물 애크먼 ""하락론 무시하라…우량주 매수 최적기""",World
"미 국무장관 “나토에 매우 실망, 이란 전쟁 끝나면 재검토할 것”",World
미 국무 “이란전 끝나면 나토 재검토”…협조 안 한 유럽에 실망감,World
[속보] 트럼프 “이란과 곧 합의 안되면 하르그섬과 모든 발전소 폭파”,World
"숨진 이란 해군사령관 생전 영상에서 ""호르무즈 봉쇄하라""…국제유가 또 상승",World
[마켓 브리핑] 파월의 금리 인상 가능성 일축에도 기술주 주도 하락세,World
"[속보] 파월 ""당분간 금리 유지할 것"" 비트 1% 상승, 6만6000달러",World
美 루비오 “비협조적 나토에 매우 실망…이란 전쟁 끝나면 전면 재검토하겠다”,World
"포르투갈 8천여명 , ""미군의 라예스공군기지 대 이란전 사용"" 금지 청원",World
"후티, 홍해 공격 나서나…""이란 압박 속 선택 기로""",World
[김대호 박사의 오늘의 키워드] 트럼프 경고·사우디 원유 폭탄·터보퀀트 충격·김동관 빚 잔치,World
이란·헤즈볼라 '저항의 축' 재결집‥정유시설 폭격,World
'터보퀀트 충격' 반도체 우수수…반도체지수 4.23%↓(종합2),World
‘이 물고기’ 잡겠다고 5시간 사투…낚싯줄 따라 올라온 227㎏ 정체,World
이란 미사일 튀르키예 상공 요격…이란 전쟁 후 4번째,World
해상 물동량 12%가 홍해…막히면 '희망봉 우회'도 한계,World
이란 새 지도부 의사 결정 능력 결여…협상에 어려움,World
"이란, 후티 반군에 ""홍해 선박 공격 재개 준비하라"" 압박",World
"‘저항의 축’ 재결속 신호…이란·헤즈볼라, 이스라엘 산업도시 하이파 동시공격",World
"美, 아랍에 전쟁 비용 청구 시사...""대통령 관심 있을 듯""",World
"[증시전략] ""전쟁 충격 예상보다 크지 않아""…美증시 그래도 선방?",World
"美사모대출 흔들리는데…트럼프, ‘2경원’ 퇴직연금에 문호 개방[1일1트]",World
백악관 “이란전 비용 아랍국 분담 검토”…전쟁비용 떠넘기나,World
"미 국무 ""이란 전쟁 끝나면 나토 재검토""…탈퇴 카드 꺼내나",World
"또 터보퀀트 충격, 메모리주 일제↓ 마이크론 10%-샌디스크 7%(종합)",World
"美국무 ""나토 매우 실망…전쟁 끝나면 재검토""",World
"이란, 호르무즈 해협 통행료 부과 승인",World
[외신 헤드라인] 사우디 경질유 5월 가격 역대급 인상 전망,World
"호르무즈 재개방, ‘장대한 분노’ 핵심 목표는 아니라는 백악관[이태규의 워싱턴 플레이북]",World
"트럼프, 이란 ‘초토화’ 경고로 막판 압박…일방적 무력종결 가능성도[1일1트]",World
세계 원유 수송 20% 이란 손아귀에…호르무즈의 '수에즈화' 초읽기,World
"미 국무 ""이란 전쟁 끝나면 나토 재검토""...탈퇴 카드 '만지작'",World
"이란 의회, 호르무즈 해협 통행료 부과 법안 승인…""액수는 밝히지 않아""",World
트럼프 못 믿는 시장...변동성 속 혼조 마감 [앵커리포트],World
동시공격에 정유시설 화염…'저항의 축' 재결속,World
미 전략자산 ‘하늘의 눈’도 당했다…“러시아가 위성 사진 제공”,World
"트럼프 ""합의 안되면 발전소·하르그섬 초토화""",World
이란·헤즈볼라 '저항의 축' 재결집‥정유시설 폭격,World
이란 헤즈볼라 하이파 동시공격…이스라엘 “경제 목표물 공격”,World
붙이고 압축하고...HBM에 맞서는 메모리 전쟁[김창영의 실리콘밸리Look],World
하루만에 돌변한 트럼프 “합의 늦으면 초토화 시킬 것” [글로벌 모닝브리핑],World
아시아 유가 초비상...사우디 경질유 5월 가격 크게 오를 듯[美-이란 전쟁],World
사흘전엔 회항했는데...中 화물선 호르무즈 통과,World
이란 “파키스탄 종전 협상 참여한 적 없어”,World
두 동강난 미국의 자존심···조기경보기 완파를 방공망 파괴로 부른 이유는 [美-이란전쟁],World
"美 '전쟁 청구서' 아랍 향할까…백악관 ""트럼프, 꽤 관심있을 것""",World
중동 공급 막히자 사우디유 급등…아시아 정유사 직격탄,World
美국무 “이란전 끝나면 나토 재검토”…탈퇴 카드 압박,World
헤지펀드 거물 애크먼 “최고의 우량주 매수 타이밍…약세론 무시하라” [1일1트],World
"美연준 파월 “현 통화정책, 이란전쟁 영향 지켜보기 좋은 위치…사모대출, 시스템 위기 아냐”",World
"백악관 “트럼프, 아랍국에 이란전쟁 비용 요청 꽤 관심있을 것” [1일1트]",World
"뉴욕증시, 종전·확전 전망에 혼조...WTI, 개전 이후 첫 100달러 돌파 [데일리국제금융]",World
"트럼프 ""합의 안 되면 하르그·발전소 폭파""...아랍 국가에 전쟁 비용 청구에 관심",World
자라·H&M 옷값 오른다…전쟁이 내 옷장까지 흔드는 이유 [박시진의 글로벌 픽],World
"반도체 매도세+유가 급등, 미증시 다우 제외 일제 하락(상보)",World
"美국무 ""이란 전쟁 끝나면 나토 재검토""…탈퇴 카드 꺼내나(종합)",World
"전쟁 장기화 공포...WTI, 2022년 이후 처음 100달러 넘어",World
이란 NPT 탈퇴 움직임에… 트럼프 “인프라 모두 초토화” 엄포,World
"“이란전, 중국에 큰 타격”…이 예측, 완전히 뒤바뀐 이유 [VIEW]",World
"백악관 ""이란, 일부 조건 동의…작전 4~6주 시간표 유효""(종합)",World
"젤렌스키 “러, 이란의 美 조기경보기 폭격 도와”",World
모즈타바 “이란 지지한 이라크에 감사” 시아파 연대 강조,World
파키스탄 “美-이란 협상 조만간 열릴 것”,World
"""호르무즈 통행세? 명백한 법 위반...한국도 같이 압박해야""",World
"트럼프 행정부, 퇴직연금 문호 개방…‘위기의 사모대출’ 월가 로비 통했다",World
세계 ‘가스난’ 엎친데 덮친격…호주까지 생산 차질 '초비상',World
아시아 정유사 ‘초비상’…사우디 경질유 5월 가격 역대급 인상,World
대형군함·유조선 필수통로… 美 새 타깃은 호르무즈 7개섬,World
"美국무부 “유럽, AI 시대 규제 일관… 무의미한 존재 전락할 수도” 경고",World
"""협상 곧 타결"" ""이란 석유 탐나"" 불안만 키우는 트럼프의 '입'",World
“러시아가 100% 돕고있다”...4500억 美 ‘하늘의 눈’ 파괴한 이란 [美-이란 전쟁],World
[뉴욕유가] 후티 참전에 트럼프 위협까지…WTI 결국 100달러 넘겨 마감,World
"백악관 ""트럼프, 아랍국에 이란전쟁 비용 요청 꽤 관심있을 것""(종합)",World
"美, 이란전쟁 내주 끝내나…백악관 ""4~6주 시간표 유지""(종합)",World
"韓 AI반도체기업 리벨리온, 4억불 투자유치…美시장 진출 추진",World
"美, 이란戰 내주 끝내나…백악관 ""4~6주 소요 평가 유지""",World
사우디 경질유 5월 인도분 폭등 전망… 아시아 정유업계 ‘초비상’,World
"“이란, 에너지 전쟁선 승리”… 석유 판매 수익 두배로 불었다",World
"파월 ""이란전쟁 충격, 통화정책에 반영할지는 일단 지켜봐야""",World
"中 화물선, 호르무즈 회항 사흘 만에 결국 해협 통과",World
"루비오 ""호르무즈 해협, 어떻게든 다시 열린다""",World
"‘위기의 사모대출’ 월가 로비 통했다...트럼프, ‘2경원’ 퇴직연금에 문호 개방",World
"튀르키예 ""이란서 날아온 4번째 탄도미사일 격추""",World
하이파 겨냥 공격…이란·헤즈볼라 ‘저항의 축’ 재결집,World
튀르키예서 이란 발사 탄도미사일 4번째 격추,World
급격한 통화정책 변화에 선 그은 파월...“적절한 수준”,World
"독일 총리 ""시리아 난민 80％ 3년 안에 돌아가야""",World
"이란·헤즈볼라, 이스라엘 산업도시 하이파 동시공격",World
튀르키예서 이란 탄도미사일 4번째 격추,World
"美국무 ""이란과 대화 진행 중…군사옵션은 협상 실패 대비""(종합)",World
"이란·헤즈볼라, 이스라엘 산업도시 하이파 동시공격",World
"1R 추미애, 2R 김동연..與 경기도지사 토론 '난타전'",World
"“기업가치 379조, 남은 건 0명”…머스크 회사서 전원 탈출한 공동창업자들",World
"미 재무 ""시간 지나면 미국이 호르무즈 통제권 되찾을 것""",World
"‘드론 과외’ 나선 러시아·우크라, 중동서 대리전",World
美 지상군 투입 땐… ‘침몰 않는 항모’ 7개 섬 우선 점령 가능성,World
중동 갑부 손님들 놓칠라…고급차업계 난감,World
"“이란, 군부가 권력 장악 친미 정권 수립 어려워… 6월까지 전쟁 계속될 듯”",World
성묘교회 미사 금지했다 혼쭐난 이스라엘,World
이란 미사일 공습에도 두바이 경마장은 ‘별천지’,World
이란-이스라엘 '이전투구'…네타냐후 영토 '야욕',World
"""이란 석유 원한다""…호르무즈 7개 섬 '눈독'",World
“협상 불발땐 이란 인프라 완전히 파괴”,World
"""이란과 합의 안 되면 하르그섬·모든 발전소 폭파""",World
미국·이란 협상 타결?‥더 격해진 중동 정세,World
“폭탄 터져도 마트 굴러가”…40년 제재가 키운 이란 ‘맷집’,World
"이란 ""3000만원짜리 드론으로 美조기경보기 파괴…러 정보 제공""(종합)",World
"이라크에도 25만명 보냈는데…중동 배치 미군 5만명, 지상전 어렵다",World
"뉴욕 증시, 이란 전쟁 확전 양상에도 저가 매수에 상승 출발",World
"美재무 ""시간 지나면 미국이 호르무즈 통제권 되찾을 것""",World
트럼프 “합의 결렬 땐 이란 발전소·하르그섬 완전히 파괴”,World
"호르무즈서 회항했던 中화물선 2척, 이번엔 ‘무사 통과’",World
"""트럼프, 이란 고농축 우라늄 무력탈취 군사작전 검토 중""",World
[투나잇이슈] 중동 포화 한달째…'장대한 분노' 작전 언제까지?,World
"뉴욕증시, 저가 매수에 상승 출발…중동 긴장에 상승폭 제한",World
“곧 타결” 언급 속 군사력 증강…‘강제 종전’ 최대 분수령,World
"미 국무장관 ""협상 선호하지만 실패 대비해야""",World
이슬람 4개국 “미국에 호르무즈 통행료 제안”…국제법상 가능할까?,World
"美국무 ""우리는 협상·외교 선호하지만 실패에 대비해야""",World
“협상 잘 돼” VS “이란 석유 원해”…트럼프의 화전양면술,World
"이란, 호르무즈 봉쇄 지휘관 사망 확인...""작전에는 차질 없어""",World
"“미 지상군, 호르무즈 7개섬 투입 가능성”…7천여 명 출격 대기",World
"“주요 해운사 중 처음”…중국 화물선, 호르무즈 해협 통과",World
“이란과 합의 안 되면 하르그섬·발전소 폭파”,World
"호르무즈서 회항했던 중국 화물선, 이번엔 해협 통과",World
사흘전 회항했던중국 화물선…이번엔 호르무즈 해협 '통과',World
"러시아, 쿠바에 계속 원유 공급...""미국에 사전 통보""",World
"지상전 압박 속 공방 격화...이스라엘, 최대 국방예산 통과",World
사우디 경질유 5월 가격 역대급 폭등할 듯...아시아 정유사 '비상',World
"트럼프 ""이란의 발전소·유정·물시설 다 날려버릴 것…만약 호르무즈 개방 안한다면""",World
미군이 지상전에서 인질로 잡히면 벌어질 일…“재앙이 올 것” 이유는? [핫이슈],World
"""불법 전쟁"" 선 그은 스페인, 미군기 영공 통과도 막았다",World
호르무즈서 사흘전 회항했던 中화물선 이번엔 '통과',World
"러시아, 쿠바에 계속 원유 공급...“미국에 사전 통보""",World
"이집트 대통령 ""트럼프만이 멈출 수 있다""…유가 200달러 경고",World
[속보] 트럼프 “이란과 곧 합의 안되면 하르그섬·발전소 폭파하고 끝낼것”,World
[속보]트럼프 “이란과 합의안되면 하르그섬·발전소 폭파”,World
"이란 ""지상전은 재앙"" 경고...이스라엘 ""전선 확대""",World
'협상' 언급 속 군사력 증강...'강제 종전' 수순 밟나,World
"트럼프, 협상 정체에 ""이란 모든 발전소-하르그섬 폭파"" 경고",World
"트럼프 ""이란 새 정권과 협상 진전…합의 없으면 에너지 시설 초토화""(종합)",World
사우디 경질유 5월 가격 역대급 폭등 전망…아시아 정유사 ‘초비상’,World
트럼프의 경고 “이란과 합의안되면 하르그섬·발전소 폭파할 것”,World
"트럼프 ""하르그섬 점령"" 엄포…이란, '호르무즈 7개 섬'에 방어선",World
"이란, 핵확산금지조약 탈퇴 추진…美 우라늄 탈취 작전 '고심'",World
“덩치 커 팔걸이 침범하면 좌석 2개 사야”…항공사 규정 논란,World
“중국 교육은 신분상승 도구” 거침없던 독설가[시스루 피플],World
트럼프 “합의 안 하면 이란 모든 발전소·유전 파괴” 위협,World
이란 미사일에 두 동강 난 美 '하늘의 지휘소'…사상 첫 전투 손실,World
미 전략자산 ‘하늘의 눈’도 당했다…“러시아가 위성 사진 제공”,World
미사일 파편에 ‘살충제’ 유출…중동 내 미국 캠퍼스 표적 경고,World
"트럼프 ""이란과 휴전 곧 타결 안 되면 모든 이란 인프라 파괴"" 위협(2보)",World
사우디 경질유 5월 가격 역대급 폭등할듯…아시아 정유사 '비상',World
"트럼프 ""호르무즈 즉각 개방 안되면 하르그섬·발전소 초토화"" 압박",World
트럼프 “나는 이란의 석유를 원해…하르그섬도 점령 가능” 압박,World
"트럼프·시진핑 ‘대만 러브콜’… 美 의원 파견, 中은 국민당 초청",World
"트럼프 진짜 속마음 공개? “이란 석유 가져오고 싶다, 많은 선택지 있어”",World
"[중동 전쟁] “트럼프, 이란 우라늄 탈취 군사작전 검토”",World
"이란 매체 ""의회, 美·이스라엘 핵시설 공격 후 'NPT 탈퇴' 검토""",World
일상 덮친 ‘워플레이션’…세탁비·포장재·음료컵 줄줄이 올랐다,World
"트럼프 ""협상 불발시 하르그섬·발전소 모두 파괴하고 끝낼 것""",World
"이스라엘, 테헤란 기반 시설 집중 폭격…영토 확장 야욕도",World
트럼프 “이란과 합의 안되면 유전·발전소·하르그섬 초토화”,World
[속보] 트럼프 “이란과 곧 합의 안되면 하르그섬과 모든 발전소 폭파”,World
"이란 ""미국 말은 항상 의심해야…직접 협상 동의한적 없어""",World
"트럼프 ""이란과 곧 합의 안되면 하르그섬과 모든 발전소 폭파""",World
"중동전쟁 31일째…이란은 ""NPT 탈퇴""·美는 ""하르그섬 점령""",World
중재국 회담 끝났지만…'파키스탄 대화'는 안갯속,World
"대학 건물들 폐허로…""미국 대학도 공격"" 경고",World
트럼프 “이란과 합의 안 되면 모든 발전소·유전 완전 파괴”,World
"'하늘의 눈' 두 동강…이란 ""3천만 원으로 파괴""",World
"스페인 ""이란 공격에 관련된 미군기 등 모든 항공편에 스페인 영공 폐쇄(종합)",World
이란 'NPT 탈퇴검토'에 美 '하르그섬 점령' 만지작(종합),World
건설 승인도 안났는데…트럼프 “백악관 연회장 공사 순조롭게 진행돼”,World
[뉴스특보] 전쟁 5주째…“에너지 전쟁은 이란이 승자”,World
"""솔직히 이란 석유 갖고 싶은데?""…노골적 속내 드러낸 트럼프",World
"미국, 러 유조선 쿠바 입항 허용…트럼프 “배 한 척은 신경 안 써”",World
미 공군 핵심 전력 타격…후티는 두 번째 공격 감행,World
"지상전 경고·종전 협상 병행…트럼프, 이란 원유 확보 의도 노골화",World
"파키스탄 ""선박 20척 통과""…'통행료' 현실화?",World
"中, 다카이치 측근 '친대만' 의원 제재…日 ""일방적 조치 유감""(종합2보)",World
"트럼프 ""'세 번째 정권'이 준 선물…빠른 합의 가능""",World
"北, 이란전 보며 ‘드론 잡는 전차’ 꺼냈다…김정은 무엇 노리나 [밀리터리+]",World
"“트럼프, 이란 고농축 우라늄 450㎏ 탈취 군사작전 검토”",World
"트럼프 ""하르그 점령할 수도""…지상전 긴장 고조[트럼프 2기]",World
트럼프의 계산 착오?…하르그섬 점령해도 지킬수 있을지 의문,World
지상전 압박 속 공방 격화...정유공장도 타격 vs 전선 확대,World
"""침략하면 사지절단에 상어밥"" 거칠어진 이란의 입‥'종전 조건' 역제안?",World
"두 동강 난 '하늘의 눈' 美 공군 굴욕‥이란, 협상 와중 급습",World
"트럼프 ""문제 없다"" 발언에...러시아 유조선 쿠바 도착",World
中·필리핀 군함 충돌 직전까지… 남중국해 긴장 재점화,World
“무서워서 여행 못 가겠다”…폰 비번 안 알려주면 감옥행이라는 ‘이 나라’,World
"종전 협상 선 긋는 이란 ""파키스탄 회의 불참…미국과 직접 협상 없다""",World
"'두문불출' 이란 모즈타바, 이라크에 서면 감사 메시지",World
"이란, 호르무즈 통행료 부과 수순…이슬람 4개국 백악관에 제의",World
"[아는기자]美, 왜 7개 섬부터?…공략 시나리오는",World
"미군, 중동에 5만 명으로 전면전 힘들어…호르무즈 7개 섬 공격 가능성",World
이란 “3000만원짜리 드론이 수천억짜리 美조기경보기 파괴”,World
로켓 날아다니는데 “호르무즈 통과하라”…2만명 선원들 ‘공포’,World
미군 기습침투 어디로?…“호르무즈 7개 섬 유력”,World
'물류 동맥' 홍해까지 막히면…'차원이 다른' 충격 온다,World
"이슬람 4개국, 호르무즈 재개방 논의…통행료 현실화하나",World
이슬람 4국 종전협의 “불참” 선 그은 이란 “美 직접 협상한 적도 없어”,World
"트럼프 ""이란 원유·핵물질 원해""... 지상군 '호르무즈 7개섬' 투입하나",World
전쟁통 기내서 ‘백악관 연회장’ 자랑한 트럼프…“계단은 있는데 갈 곳이 없다?” [1일1트],World
"트럼프보다 먼저 대만 野대표 만나는 시진핑, 그의 노림수",World
이란 ‘NPT 탈퇴검토’ vs 美 ‘하르그섬 점령’,World
"이란 “3000만 원 샤헤드 드론, 수천억 미군 조기경보통제기 파괴”",World
트럼프 합의 가능성 흘렸지만… 이란 “美와 직접 협상 없었다”,World
[뉴스특보] 조기 합의 거론하면서 하르그섬 점령 검토…속내는?,World
관심 밖으로 밀린 우크라전… ‘드론 방패’ 들고 중동 간 젤렌스키,World
“파키스탄서 美·이란 종전협상 곧 열 것” [美·이란 전쟁],World
“예수의 이름으로 압도적인 폭력을”…美 국방장관 ‘현대판 십자군’ 행보에 발칵,World
"호르무즈 7개 섬이냐 이란 핵시설이냐… 美, 두 갈래 지상전 [美·이란 전쟁]",World
전쟁 시작 4주만에 이란 미사일 제조시설 4곳 파괴…이란 전략 약화,World
"日, 중동산 원유 의존 96%… 비축유 풀고 석탄발전 재가동 [美-이란 전쟁 한달]",World
"美 지상군, 이란 하르그섬 점령하나… 핵물질 탈취도 검토 [美-이란 전쟁 한달]",World
호르무즈 봉쇄에 선원 2만명 고립…식량·임금 끊겼다,World
WP “이란 미사일 생산 시설 4곳·발사대 29곳 큰 피해”···시설 완전 파괴엔 난망,World
"""美 첫 실전투입 최신형 미사일, 이란 학교·체육관 공습""",World
"""혹시 지지율 봤나?"" 미국 '분노 폭발' 시위에 먼저 꺼내더니…""트럼프가 오판한 전쟁!"" ""딱 2분이면!"" 이란 상황이 (트럼프 NOW)",World
"""뚱뚱하다고 좌석 2개 사래요"" 수치심 폭발...'비행기 티켓값' 논쟁 활활",World
